label,text
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"Founder of Post Card News Mahesh Hegde made a false claim about a recent incident in Mangaluru, Karnataka. On September 25, an altercation ensued between students and man who said, India is a “Hindu R"
FAKE,A photoshopped image of Prime Minister Narendra Modi wearing an Arabic Emirati headgear is doing the rounds on Facebook.  Modi was in the UAE last week to receive the country's highest civilian honour
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,A video showing ruckus and looting at a livestock market in Morocco is being falsely shared as an incident near the Maharashtra border.  The 2.25 minutes clip which shows people throwing stones at eac
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,An eight-year-old image of dead pigeons clicked in England is being shared falsely as pigeons in Kashmir dying due to starvation. The image is being shared as a collage with a photo of the Jamia Masji
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
REAL,19:17 (IST) Sep 20  The second round of countrywide serosurvey led by ICMR has been successfully completed. The final phase analysis of the survey is now underway and will offer a comparison with the 
FAKE,"On February 27, as Wing Commander Abhinandan Varthaman parachuted on Pakistani territory, a second aircraft was also allegedly shot down, with the fate of the second pilot being a mystery that has now"
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,An official of Uttar Pradesh's Bhadohi Police has refuted a news article by wire agency IANS that claimed a woman allegedly drowned her five children in a river due to starvation arising out of the on
FAKE,"Bollywood's veteran lyricist and scriptwriter Javed Akhtar, on Tuesday, spoke to BOOM and rubbished a fake quote that has been falsely attributed to him, post Bharatiya Janata Party's victory in the r"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
REAL,"NEW DELHI: The Drugs Controller General of India has approved the commercial launch of 'Feluda', the Tata CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) Covid-19 test, the Council "
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
REAL,"NEW DELHI: A demand to regulate the fee charged by private schools was made in Rajya Sabha on Sunday by a Congress MP, who said schools were also charging high rates for books and dresses. Raising the"
FAKE,"Pakistan Prime Minister Imran Khan tweeted out a set of three videos on Friday, claiming them to be footages of ""ethnic cleansing"" of Muslims in India. After BOOM and other social media users pointed "
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
FAKE,Old unrelated images from different states including one from Gujarat and a video from Jammu showing a convoy of cars are being shared with the false claim that it shows members of Hindu fringe group 
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
FAKE,Here’s a round-up of this week’s News You Almost Believed.  There were many videos going viral during after the fire that broke out at Bharat Petroleum Corporation Ltd. (BPCL)'s Mahul refinery in Mumb
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,"A fake invitation announcing the wedding dates of actors Alia Bhatt and Ranbir Kapoor is viral on social media. The invite, riddled with errors, claims the duo are set to get married on January 22, 20"
REAL,40 overs of action and we still do not have a winner. The match is heading to the Super Over. Both sides had the game in their hands at one point or the other but none have been able to latch onto it 
FAKE,An old image of a group of men attacking a motorcycle rally organised by the Punjab unit of Congress party has gone viral with a misleading caption.  The caption with the photograph on Facebook sugges
REAL,Hubballi: The failure on the part of the management of the Karnataka Institute of Medical Sciences KIMS ) to implement the recommendations of the seventh All India Council for Technical Education pay 
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
FAKE,A graphic with a set of statements from world leaders voicing against China and lending their support to India is fake. This graphic is viral as tensions rise between both countries along the Line of 
FAKE,"A post from Assam showing a severely injured man lying on the road is being shared on Facebook and Twitter with a false narrative that the man was ""lynched to death"" by Hindu extremists.  A video show"
FAKE,"A simulated video of an underwater volcanic explosion has gone viral on social media and messaging apps with a false claim that it shows a volcanic eruption in North Sumatra, Indonesia.  BOOM received"
REAL,Many things will have to work out to end the coronavirus pandemic. Drug companies will have to develop a safe and effective vaccine. Billions of people will have to consent to vaccination.But there ar
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
FAKE,"An image purporting to show Prime Minister Narendra Modi pictured in his youth along with jailed underworld don Chhota Rajan, is viral on social media. The image is also being shared with the claim th"
REAL,"Ranchi: The Roman Catholic Church on Saturday wrote to chief minister Hemant Soren requesting a bill for a separate code for Sarna religion, guaranteeing rights of the tribal community to their langua"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
FAKE,"A video clip of a woman who contracted COVID-19 speaking from a hospital bed about 'not taking chances' is being shared with a false claim that identifies her as Sophie Grégoire Trudeau, wife of Canad"
FAKE,A viral quote claiming Indian Air Force pilot Wing Commander Abhinandan Varthaman said the Pulwama terror attack in February was a conspiracy of the Bharatiya Janata Party and that Imran Khan is helpi
FAKE,An undated video of a woman lashing out at medics and policemen in a quarantine center in Pakistan is viral on social media with claims that it is from India. The clip is viral in the backdrop of seve
REAL,"CHANDIGARH: Farmers on Sunday blocked roads in Haryana and burnt effigies of Prime Minister Narendra Modi in neighbouring Punjab, protesting against the farm bills passed in Parliament.Two MLAs from t"
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
FAKE,"An image of protesters burning an Indian flag in Pakistan has resurfaced with claims that it is from India, and is being falsely linked to the nationwide protests against the Citizenship Amendment Act"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,"A video of several sick goats lying in what appears to be a wholesale meat market in Ajmer, Rajasthan, has resurfaced with claims that the mutton livestock has been infected in the wake of the outbrea"
FAKE,"An incident where a large gathering comprising of labourers flouted a nationwide lockdown to protest outside a railway station in Mumbai, is being given communal overtones on social media. Several new"
FAKE,An old and unrelated photo showing a man's severely injured back is being shared with the false claim that it shows an Indian Army soldier injured during the recent clash between Indian and Chinese tr
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
FAKE,"As news broke about a minor who had fired a shot at the anti Citizenship Amendment Act (CAA) protesters near the Jamia Millia Islamia university in Delhi on Thursday afternoon, Republic TV initially m"
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,CLAIM: A viral video claiming that the President of India Ram Nath Kovind was snubbed at an IAS Officer Mr. Somanathan's daughter's wedding in Delhi is doing the rounds on social media. According to p
FAKE,"A screen grab from the movie 'The Attacks of 26/11' showing an actor playing the character of martyred police personnel Tukaram Omble, is being shared on social media as an actual photo from the 2008 "
FAKE,A three-year-old photo of a Jawaharlal Nehru University (JNU) student carrying an anti-Rashtriya Swayamsevak Sangh poster has been shared as part of the recent JNU protests.  The photo shows a female 
FAKE,An old photo of a man crying over the body of an infant is being shared on social media with a false claim that the child is the youngest victim of the recent terror attacks in Sri Lanka.  The photo i
FAKE,"A video from a massive protest in North Dinajpur district of West Bengal held in July 2020 is being shared on social media with false claims linking it to Bengaluru, Karnataka.  BOOM found that the vi"
FAKE,A set of two photographs showing Prime Minister Narendra Modi planting a 'Parijat' or night-flowering jasmine sapling while wearing sandals is being shared on Facebook with a false claim that the prim
FAKE,A video of a Brazilian inmate who tried to escape prison dressed as a woman is being shared online with a false claim that the Kerala Police issued a warning about letting in strangers from outside th
FAKE,Our website is made possible by displaying online advertisements to our visitors.  Please consider supporting us by disabling your ad blocker. Please reload after ad blocker is disabled.
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
REAL,Many things will have to work out to end the coronavirus pandemic. Drug companies will have to develop a safe and effective vaccine. Billions of people will have to consent to vaccination.But there ar
FAKE,"Meghalaya Police arrested 24 individuals in connection with the lynching of a man last Sunday in the East Khasi Hills district, which was said to have been triggered by social media rumours about witc"
FAKE,A disturbing video of a man being shot at point-blank range in Brazil's Salvador is viral on social media with misleading claims that the incident happened in West Bengal's Mandir Bazar police station
FAKE,An old video showing Dawoodi Bohra youth licking used utensils is being shared with false communal spin that it is being done in mosques with an intention to spread the coronavirus and infect more peo
FAKE,"An image showing Bharatiya Janata Party (BJP) National Spokesperson Sambit Patra plastering a sticker that says 'Chowkidaar hi chor hai' on a wall, is photoshopped.  The fake image was posted online b"
FAKE,"A video purporting to show that Pakistan’s national flag was waved at a victory rally of the Indian National Congress (Congress) party in Rajasthan, is false and has been debunked by the state police "
REAL,"CHANDIGARH: Farmers on Sunday blocked roads in Haryana and burnt effigies of Prime Minister Narendra Modi in neighbouring Punjab, protesting against the farm bills passed in Parliament.Two MLAs from t"
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
REAL,Many things will have to work out to end the coronavirus pandemic. Drug companies will have to develop a safe and effective vaccine. Billions of people will have to consent to vaccination.But there ar
FAKE,Veteran Congress leader Digvijaya Singh on Sunday shared an old photograph of a shoddily constructed metro pillar from Pakistan and claimed it was from Bhopal.  The former chief minister of Madhya Pra
FAKE,"A viral video on Facebook claiming to show that DragonAir B-737 was hit by a typhoon in Shenzhen, China is fake. The video post titled ""DragonAir B-737 hit by typhoon in Shen Zhen. But managed to land"
REAL,"CHANDIGARH: Punjab chief minister Amarinder Singh on Sunday said his government would take the BJP and its allies, including the Akalis, to court over the new “unconstitutional, undemocratic and anti-"
FAKE,"A viral message falsely claiming that Electronic Voting Machines (EVMs) will not be used at places where there are more than 100 candidates, have been doing the rounds on social media, particularly Fa"
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
FAKE,"A video of singer Geetanjali Rai performing devotional songs at a satsang is being shared online with netizens incorrectly identifying the singer as one - Musthafa Parvez, veteran singer Mohammed Rafi"
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
FAKE,"Photos of a 2015 visit by Devendra Fadnavis - former chief minister of Maharashtra, to a Muslim mausoleum are being shared on social media and on WhatsApp with critics falsely linking it to his recent"
FAKE,A video of different stunts performed by men in uniform is being shared on Facebook claiming to be that of the Indian army. An audio of a woman slamming Pakistan can also be heard throughout the video
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
REAL,WASHINGTON: A US judge early Sunday blocked the Commerce Department from requiring Apple Inc and Alphabet Inc's Google to remove Chinese-owned messaging app WeChat for downloads by late Sunday.US Magi
FAKE,"Claim  ""Rahul and Rajiv Gandhi are reading Kalma (Islamic expression of faith) in front of Indira Gandhi's body, and even then people of our country think that these people are Brahmins.""  Fact  This "
REAL,"By: Harshitha KumayaaWhen Arvind N tested positive for Covid-19 in mid-July, he decided to stay at a quarantine centre to reduce his family’s risk of contracting the disease. Little did the entreprene"
REAL,"GURUGRAM: The district administration has proposed to keep the circle rates of properties unchanged for the second half of this fiscal, with the Covid pandemic battering the real estate sector that is"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,"NEW DELHI: There is no restriction on accessing any website, including social media sites, in Jammu and Kashmir , the Lok Sabha was informed on Sunday.Union minister of state for home G Kishan Reddy s"
FAKE,"A fake Twitter account impersonating Akash Ambani, elder son of Mukesh Ambani, Chairman and Managing Director of Reliance Industries Limited popped up on Twitter claiming to have joined the social med"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"A four-year old video of Imran Khan losing his cool at a press conference is being circulated with a fake caption.  ""Pakistan's president Imran Khan loses his head as no country supported Pakistan on "
FAKE,A viral message urging people to avoid ice creams and cold drinks for the next 90 days to prevent the novel Coronavirus is misleading. The recent outbreak of the virus in China and the subsequent spre
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
FAKE,A Facebook page shared a video on Sunday of a Bharatiya Janata Party (BJP) youth leader claiming normalcy in Kashmir without mentioning his party affiliation.  The video posted by the page 'Presstitut
FAKE,Courtesy: Northeast Live  Three people have been lynched in separate incidents in Tripura this week on suspicions of being child kidnappers including one person who was hired to spread awareness about
FAKE,"Fake posts are being shared on social media claiming injured junior doctor, Paribaha Mukherjee, of Nil Ratan Sircar (NRS) Medical College has died after succumbing to his injuries. The fake message is"
REAL,"NEW DELHI: As many as 21 states, mostly ruled by BJP or parties which have supported it on various issues, have opted to borrow Rs 97,000 crore to meet the GST revenue shortfall in the current fiscal,"
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
FAKE,An old video from 2015 went viral on Twitter targeting Madhya Pradesh education minister Kunwar Vijay Shah. The video tweeted by Madhya Pradesh's Congress handle @INCMP and several others claimed that
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
FAKE,"Two graphics attributed to news channel Mirror Now claiming the Indian government has banned animal sacrifice in Kashmir, is fake with the channel's editor Faye D'Souza calling it out on Twitter herse"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,"Claim  ""A Politcian can fight Elections from two seat But you can't vote from two places. If you are in jail then you can't vote. But a politician can fight Elections while in jail If you have ever be"
FAKE,"A viral video of a woman being brutally assaulted and robbed in an elevator at a metro station in Kuala Lumpur, Malaysia, is being shared with the claim that it happened at a Delhi Metro elevator.  Se"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
REAL,“We needed to be more clinical with the chances we had – that’s the key thing. We created openings that could have… https://t.co/PBZ45rhJAZ — AS Roma English (@ASRomaEN) 1600553074000  📸 | Frustration
FAKE,"A set of three images, two of them showing Jyoti Kumari Paswan, who made headlines after a 1200 km long cycle journey from Gurugram to Darbhanga, is viral with false claims that she has been brutally "
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
REAL,"CHANDIGARH: Farmers on Sunday blocked roads in Haryana and burnt effigies of Prime Minister Narendra Modi in neighbouring Punjab, protesting against the farm bills passed in Parliament.Two MLAs from t"
FAKE,A six-year-old photo showing Muslim scholars engrossed in reading while a copy of Atharvaveda - one of the four Vedas - lies in foreground is being shared on social media with a caption falsely claimi
FAKE,A 2017 video of police questioning two women wearing burkhas has resurfaced with false claims that the latter are Hindu women who were caught while trying to disrupt anti-Citizenshp Amendment Act (CAA
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,Face shields for an added protection when you step out of your home
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
REAL,"Delhi: A high-level meeting underway at residence of Rajya Sabha Chairman, Venkaiah Naidu, over the ruckus created… https://t.co/OfoRpOwd4b — ANI (@ANI) 1600599438000  A watershed moment in the histor"
FAKE,A video of a volunteer who took part in a clinical trial for a Russian COVID-19 vaccine has surfaced with claims that misidentify her as Russian president Vladimir Putin's daughter.  The video shows t
REAL,"Heated debate on farm bills in Rajya Sabha; oppn members tear papers, heckle presiding officer The Rajya Sabha witnessed unprecedented scenes during the debate on agriculture bills as opposition membe"
FAKE,A video of Mamata Banerjee walking out of the West Bengal state Assembly to chants of Jai Shri Ram is edited to falsely claim that Banerjee was jeered at in front of the parliament.  BOOM found that w
REAL,"Pramac Racing's Francesco Bagnaia rued his error in qualifying that led to him being stripped of pole position for Sunday's Emilia Romagna Grand Prix, saying officials had made the correct decision.Th"
REAL,"Amravati/Chandrapur: Two more politicians from Vidarbha tested positive for Covid-19 on Saturday. Bachchu Kadu, Maharashtra minister of state for school education, from Amravati as well as former fina"
FAKE,"Hindi news websites Dainik Bhaskar, Amar Ujala and right-leaning website Swarajya misquoted Madhya Pradesh Congress leader Jyotiraditya Scindia, claiming that he has expressed his support to the Citiz"
REAL,40 overs of action and we still do not have a winner. The match is heading to the Super Over. Both sides had the game in their hands at one point or the other but none have been able to latch onto it 
FAKE,"A video of a brawl between a few young women is going viral with the claim that it shows standup comedian Agrima Joshua being beaten up for a joke she had made in 2019, which included a reference to C"
FAKE,"An image showing Congress President Rahul Gandhi alongside slain terrorist Adil Ahmed Dar, is photoshopped.  The image has gone viral on social media claiming Congress is behind the deadly attack in P"
FAKE,"A set of photos of a teenager diagnosed with cancer and an unrelated video is being shared on social media with a fake claim that it shows a patient whose addiction to playing popular game, PlayerUnkn"
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
FAKE,"An image of a newspaper clipping purporting to claim sexual assault of 52 girls by an Islamic cleric of a madrasa in Uttar Pradesh is photoshopped.  The news report, tweeted more than 4000 times at th"
FAKE,Congress leader Shashi Tharoor tweeted a photo of Jawaharlal Nehru and Indira Gandhi waving to crowds during their visit to the Soviet Union with a false claim that it from United States. BOOM found t
FAKE,A video shared by the wife of an Indian Army officer asking not to politicise the current India and Pakistan tension is being shared with a false claim that she is the wife of Indian Air Force pilot W
FAKE,"A tweet by journalist Arfa Khanum Sherwani on May 22, 2019 mentioning the Arabic name for the prophet Moses has been falsely shared on Facebook linking it to slain Hizbul commander Zakir Musa.    Zaki"
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,"An old candid video clip of Arvind Kejriwal, which also features in a documentary about the Aam Aadmi Party, has been revived on Facebook claiming to be secretly filmed footage of the Delhi chief mini"
FAKE,A photograph of cricketer Mahendra Singh Dhoni gifting a cricket bat to former Congress president Sonia Gandhi has gone viral on the social media. The post claims that the former Indian cricket team c
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
FAKE,A nearly three year old video of individuals from the United States singing the Indian national anthem is being peddled with a false claim that students in the US recorded the clip as a gesture to tha
REAL,"BHUBANESWAR: With the state government initiating the process of preparing the supplementary budget for 2020-21 financial year, the finance department has decided to allocate state’s share under vario"
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
REAL,Many things will have to work out to end the coronavirus pandemic. Drug companies will have to develop a safe and effective vaccine. Billions of people will have to consent to vaccination.But there ar
FAKE,"In the wake of the recent riots in Delhi, a footage of a distressed family complaining about chemical gases being pumped into their house is going viral on social media. Captions shared with the video"
FAKE,An edited video of the production of cashew-shaped biscuits is doing the rounds on social media with false claims that it shows how artificial cashew nuts are produced with the help of Chinese made ma
FAKE,A digital artwork of a solar eclipse is being shared as photo showing the recent June 21 solar eclipse. The digital artwork which has existed online since 2017 has been further photoshopped to add an 
FAKE,The Government of India on Monday rubbished viral claims on social media that financial year 2020 (FY20) would be extended till July 1.  These claims were made by misquoting an official government gaz
FAKE,"A close up image of an individual's lips and nails is being shared on the internet with the claim the colour of the lipstick and nail polish will change from red to various colours, if a person downlo"
REAL,"Guneet Monga comes out in support of Anurag Kashyap, says “Don’t need Twitter to explain what he means to many of us”"
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
FAKE,A black and white image of Swiss actress Ursula Andress on the sets of James Bond movie Dr. No. is being shared online on right-wing Facebook pages as a photo of Congress President Sonia Gandhi in her
REAL,"Assistant Forest Conservator Exam - December 1 to December 10  Bihar Judicial Service Main Exam - December 17, 18, 19, 21, 22  Motor Vehicle Inspector Exam - December 17, 18  Assistant Prosecuting Off"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,"Is the United Nations (UN) planning universal biometric identification for all humanity by 2030?  Sounds ridiculous but if you go beyond a cursory search for 'biometrics and united nations', many such"
FAKE,Yoga guru Baba Ramdev's claims that holding one's breath for thirty seconds to a minute can be a self diagnosing test for COVID-19 and another claim that applying mustard oil to one's nostrils can kil
FAKE,"A tweet by Vikas Swarup, India's High Commissioner to Canada about the Niagara Falls being lit up in the colours of the Indian flag on August 15th created a controversy on Thursday with many claiming "
FAKE,"Claim  ""Important message from RBI - A very useful tip while withdrawing funds from an ATM. Press 'cancel' button twice before inserting the card. If anyone has set up the key pad to steal your PIN co"
FAKE,"A photo of Vinay Sharma - one of the adult convicts - in the 2012 Nirbhaya gang-rape case, is going viral on social media with a false claim that he is the juvenile convict in the case receiving polic"
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
FAKE,"Amit Malviya, head of the Bharatiya Janata Party's (BJP) information and technology operations, tweeted a cropped video on Tuesday of former Prime Minister Manmohan Singh purporting to say the BJP-rul"
FAKE,"The above WhatsApp message asking people to call 1098 to pick up excess food at private parties and events to curb wastage of food is false. In fact, 1098 is a 24- hour emergency helpline for street c"
FAKE,"Pakistan born Canadian Twitter influencer Tarek Fatah tweeted on Wednesday a scene from a Pakistani movie showing a woman turn away health workers administering vaccines, without specifying the video "
REAL,"NEW DELHI: Three Opposition leaders--CPI(M)'s KK Ragesh, TMC's Derek O'Brien and DMK's T Siva-- moved an amendment to send the two agricultural Bills to the Select Committee of the Rajya Sabha on Sund"
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,"Viral posts claiming that slain gangster Vikas Dubey's doppelganger was killed in the reported encounter by Uttar Pradesh Police's Special Task Force on July 10 instead of the real Vikas Dubey, are fa"
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
FAKE,"A video clip of a man sharing false information on Coronavirus has gone viral on social media. The viral clip, made on video-sharing social media app TikTok, is accompanied by a message that reads 'So"
FAKE,"A video from March 20, 2020, showing Muslims praying on the street near a dargah in Delhi, is being shared with a false claim that they are violating the ongoing lockdown which prohibits large gatheri"
REAL,NEW DELHI: The Rajya Sabha on Sunday passed two of the three farm-sector related bills that were passed by Lok Sabha on Friday amidst ruckus from the opposition parties.The Farmers' and Produce Trade 
FAKE,Soaring fuel prices in India may have grounded many but there's no stopping the fake news brigade. An old photo showing a sea of bumper-to-bumper traffic was dusted from the archives of the Internet a
